"","locID","pnldep","mesh","fishID","sex","age","len","wgt"
"461","Deer Park",76.98,4,19629,"M",NA,436,700
"462","Deer Park",76.98,4,19630,"F",NA,485,1000
"463","Deer Park",76.98,4,19631,"M",NA,511,1300
"464","Deer Park",76.98,4,19632,"M",NA,560,1800
"465","Deer Park",77.9,2,19633,"M",NA,522,1100
"466","Deer Park",77.9,2,19634,NA,NA,452,800
"467","Deer Park",77.9,2,19635,NA,NA,570,1700
"468","Deer Park",77.9,2,19636,"F",NA,629,2000
"469","Deer Park",77.9,2,19637,"M",NA,340,400
"470","Deer Park",77.9,2,19638,"F",NA,562,1600
"471","Deer Park",23.93,3,19639,NA,NA,413,900
"472","Deer Park",18.75,3.5,19640,NA,NA,496,900
"473","Deer Park",18.75,3.5,19642,NA,NA,590,1500
"474","Deer Park",18.75,3.5,19643,NA,NA,495,1000
"475","Deer Park",18.75,3.5,19644,NA,NA,427,700
"476","Deer Park",18.75,3.5,19648,NA,NA,385,600
"477","Deer Park",18.75,3.5,19649,NA,NA,400,1000
"478","Deer Park",18.75,3.5,19650,NA,NA,432,800
"479","Deer Park",17.23,5.5,19651,NA,NA,374,300
"480","Deer Park",16.31,5,19653,NA,NA,496,900
"481","Deer Park",15.55,4,19654,NA,NA,486,1200
"482","Deer Park",15.55,4,19655,NA,NA,566,1600
"483","Deer Park",15.55,4,19656,NA,NA,448,500
"484","Deer Park",15.4,4.5,19661,NA,NA,542,1500
"485","Deer Park",15.4,4.5,19662,NA,NA,510,900
"486","Deer Park",17.84,3.5,19669,NA,NA,508,1100
"487","Deer Park",17.84,2.5,19670,NA,NA,572,1700
"488","Deer Park",18.29,4.5,19673,NA,NA,444,600
"489","Deer Park",18.9,3.5,19677,NA,NA,562,2000
"490","Deer Park",19.66,4,19678,NA,NA,530,1600
"491","Blind Sucker",47.1,3.5,19858,"M",10,472,800
"492","Blind Sucker",29.12,4.5,19684,"M",NA,509,1100
"493","Little Lake Harbor",21.04,5.5,19282,"F",11,523,1700
"494","Blind Sucker",22.71,4,19707,"M",12,474,800
"495","Little Lake Harbor",51.07,6,19346,"F",12,524,1700
"496","Blind Sucker",60.52,4,19733,"M",11,482,900
"497","Blind Sucker",62.35,3.5,19741,"F",17,526,1800
"498","Little Lake Harbor",49.85,2,19322,"M",10,483,900
"499","Little Lake Harbor",49.54,3.5,19252,"M",10,485,1000
"500","Blind Sucker",68.75,2.5,19751,"F",12,527,1600
"501","Little Lake Harbor",51.83,3.5,19327,"M",13,487,1200
"502","Blind Sucker",43.45,3.5,19846,"F",13,527,1200
"503","Little Lake Harbor",51.83,3.5,19328,"F",11,530,1400
"504","Little Lake Harbor",35.67,4,19230,"M",9,488,1200
"505","Blind Sucker",45.58,4.5,19720,"F",16,530,700
"506","Little Lake Harbor",37.04,3,19300,"M",11,488,1150
"507","Blind Sucker",62.35,3.5,19743,"M",10,490,1100
"508","Blind Sucker",36.43,4.5,19817,"M",9,492,1000
"509","Grand Marais",50.46,4,19905,"M",11,495,1200
"510","Blind Sucker",28.05,3.5,19687,"M",10,496,1200
"511","Little Lake Harbor",21.19,5,19280,"M",10,497,1100
"512","Blind Sucker",36.43,4.5,19818,"F",11,530,1400
"513","Little Lake Harbor",46.49,3.5,19242,"F",11,533,1100
"514","Grand Marais",45.73,3.5,19896,"F",11,535,1300
"515","Little Lake Harbor",51.83,3.5,19330,"M",11,498,1350
"516","Blind Sucker",47.1,3.5,19859,"M",12,500,1200
"517","Blind Sucker",58.69,3.5,19728,"M",12,502,1100
"518","Blind Sucker",59.6,6,19766,"F",13,536,1500
"519","Grand Marais",50.46,4,19906,"M",11,504,1300
"520","Grand Marais",37.35,2.5,19881,"M",12,506,1400
"521","Little Lake Harbor",43.75,3.5,19311,"M",11,507,1250
"522","Blind Sucker",60.52,2,19779,"M",12,508,1000
"523","Little Lake Harbor",49.54,3.5,19253,"M",11,510,1400
"524","Little Lake Harbor",21.19,5,19281,"F",11,537,1300
"525","Blind Sucker",69.51,5,19761,"M",12,510,1100
"526","Blind Sucker",60.06,4.5,19775,"F",11,537,1900
"527","Grand Marais",50.46,4,19904,"F",13,542,1600
"528","Grand Marais",23.48,3.5,19941,"F",12,542,1300
"529","Grand Marais",58.84,4.5,19919,"M",11,511,1000
"530","Little Lake Harbor",39.79,4,19304,"F",13,543,1500
"531","Little Lake Harbor",36.13,2.5,19297,"F",11,544,1700
"532","Little Lake Harbor",43.75,3.5,19310,"F",9,545,1400
"533","Little Lake Harbor",23.93,3,19259,"F",13,546,1500
"534","Blind Sucker",63.26,4.5,19738,"M",11,512,1200
"535","Blind Sucker",62.2,4,19762,"M",11,512,1300
"536","Little Lake Harbor",22.41,5,19268,"F",13,547,1800
"537","Grand Marais",39.94,4.5,19886,"M",13,512,1200
"538","Little Lake Harbor",23.78,6,19260,"M",11,517,1250
"539","Blind Sucker",60.06,4,19771,"F",10,547,1400
"540","Little Lake Harbor",23.48,2.5,19263,"M",12,517,1200
"541","Little Lake Harbor",40.85,3,19234,"F",12,550,15800
"542","Little Lake Harbor",49.85,2,19321,"M",11,517,1000
"543","Blind Sucker",36.43,4.5,19819,"M",12,517,1400
"544","Blind Sucker",66.62,5,19748,"F",12,550,1600
"545","Grand Marais",44.05,2.5,19892,"M",12,520,1400
"546","Blind Sucker",69.51,5,19760,"F",13,550,1500
"547","Grand Marais",57.93,3.5,19918,"F",11,553,1600
"548","Little Lake Harbor",51.52,2.5,19325,"F",12,554,2200
"549","Grand Marais",45.73,3.5,19901,"M",12,520,1400
"550","Little Lake Harbor",42.53,4.5,19307,"F",15,555,1450
"551","Blind Sucker",69.21,4.5,19759,"M",13,522,1000
"552","Little Lake Harbor",51.83,3.5,19329,"M",12,525,1400
"553","Blind Sucker",22.1,5.5,19783,"F",13,555,1500
"554","Blind Sucker",37.04,2.5,19824,"F",13,556,1700
"555","Little Lake Harbor",51.83,2.5,19335,"F",12,558,1600
"556","Blind Sucker",37.04,2.5,19825,"F",12,560,1600
"557","Grand Marais",50.46,4,19907,"F",12,560,1600
"558","Blind Sucker",68.75,2.5,19756,"F",12,563,1500
"559","Blind Sucker",45.58,4.5,19719,"M",11,527,1600
"560","Little Lake Harbor",51.83,4.5,19332,"F",12,565,2200
"561","Little Lake Harbor",51.83,5,19342,"F",12,566,2000
"562","Little Lake Harbor",48.32,4,19319,"M",10,530,1850
"563","Little Lake Harbor",44.97,5,19239,"M",12,535,1600
"564","Blind Sucker",63.57,3,19736,"F",18,566,1800
"565","Blind Sucker",22.26,5,19709,"M",12,535,1300
"566","Blind Sucker",62.04,4,19744,"M",13,535,1500
"567","Little Lake Harbor",45.27,4,19240,"M",12,538,1550
"568","Blind Sucker",26.68,5.5,19695,"M",12,541,1500
"569","Little Lake Harbor",48.32,4,19247,"F",13,567,1700
"570","Grand Marais",24.24,4,19939,"F",11,568,1600
"571","Blind Sucker",20.43,4.5,19786,"M",11,542,1400
"572","Blind Sucker",48.78,4,19865,"M",13,542,1500
"573","Blind Sucker",33.54,6,19801,"M",NA,560,1600
"574","Blind Sucker",33.54,6,19802,"M",NA,548,1900
"575","Blind Sucker",33.54,6,19803,"F",NA,580,1900
"576","Blind Sucker",34.15,3,19806,"M",NA,515,1300
"577","Blind Sucker",34.76,3.5,19808,"M",NA,521,1300
"578","Blind Sucker",34.76,3.5,19809,"M",NA,526,1100
"579","Blind Sucker",34.76,3.5,19810,"M",NA,415,500
"580","Blind Sucker",35.37,5,19811,"M",NA,547,1500
"581","Blind Sucker",35.82,4,19812,"F",NA,457,800
"582","Blind Sucker",35.82,4,19813,"F",NA,538,1600
"583","Blind Sucker",35.82,4,19814,"F",NA,595,1900
"584","Blind Sucker",36.13,2,19815,"F",NA,566,2000
"585","Blind Sucker",36.13,2,19816,"M",NA,468,800
"586","Little Lake Harbor",51.37,3.5,19345,"M",10,550,1500
"587","Blind Sucker",63.26,4.5,19739,"F",13,569,1700
"588","Blind Sucker",60.52,2,19778,"M",13,550,1400
"589","Blind Sucker",50.15,4.5,19869,"F",12,578,1800
"590","Blind Sucker",36.74,5.5,19821,"M",NA,545,2000
"591","Grand Marais",55.18,5,19910,"M",14,552,1500
"592","Little Lake Harbor",51.83,2,19341,"F",11,588,2000
"593","Little Lake Harbor",51.83,4.5,19334,"F",12,591,2300
"594","Blind Sucker",37.35,3,19827,"M",NA,491,1100
"595","Blind Sucker",37.35,3,19830,"M",NA,398,500
"596","Blind Sucker",37.35,3,19831,"M",NA,660,2300
"597","Blind Sucker",37.65,4,19832,"M",NA,493,1000
"598","Blind Sucker",38.41,4.5,19833,"M",NA,579,1800
"599","Blind Sucker",38.87,2,19834,"M",NA,559,1500
"600","Blind Sucker",38.87,2,19835,"F",NA,511,1200
"601","Blind Sucker",39.33,3,19839,"M",NA,600,2000
"602","Blind Sucker",41.16,2.5,19841,"F",NA,583,2000
"603","Blind Sucker",42.07,3.5,19842,"F",NA,555,1700
"604","Little Lake Harbor",21.65,3,19270,"M",13,553,1500
"605","Blind Sucker",49.54,5.5,19868,"F",13,591,1800
"606","Blind Sucker",50,2,19871,"F",13,595,1600
"607","Little Lake Harbor",46.8,4.5,19244,"F",14,597,2550
"608","Blind Sucker",44.05,5,19848,"F",NA,591,2100
"609","Blind Sucker",44.05,5,19849,"F",NA,532,1400
"610","Blind Sucker",44.05,5,19850,"M",NA,540,1600
"611","Blind Sucker",44.82,2.5,19851,"M",NA,535,1500
"612","Blind Sucker",44.82,2.5,19852,"F",NA,517,1400
"613","Blind Sucker",44.82,2.5,19853,"M",NA,408,500
"614","Blind Sucker",44.82,2.5,19854,"F",NA,540,1500
"615","Blind Sucker",46.34,4.5,19855,"F",NA,427,900
"616","Blind Sucker",46.34,4.5,19856,"M",NA,483,1300
"617","Blind Sucker",47.1,3.5,19857,"M",NA,535,1500
"618","Blind Sucker",27.59,3,19694,"M",13,555,1400
"619","Blind Sucker",49.54,5.5,19867,"M",12,566,1600
"620","Little Lake Harbor",48.32,4,19318,"F",13,602,2300
"621","Blind Sucker",47.56,6,19862,"F",NA,583,2000
"622","Blind Sucker",47.56,6,19863,"M",NA,569,1800
"623","Little Lake Harbor",20.88,3.5,19283,"F",15,604,2300
"624","Little Lake Harbor",51.83,4.5,19333,"M",14,572,2000
"625","Little Lake Harbor",22.87,4,19265,"M",10,573,1750
"626","Blind Sucker",25.76,4,19698,"F",12,610,2200
"627","Blind Sucker",52.29,5.5,19722,"F",14,610,2000
"628","Little Lake Harbor",46.8,4.5,19245,"F",20,613,3100
"629","Grand Marais",33.08,5,19872,"M",NA,438,700
"630","Grand Marais",33.69,6,19873,"M",NA,482,1100
"631","Blind Sucker",61.89,5,19734,"F",16,617,2200
"632","Grand Marais",34.45,4.5,19876,"M",NA,455,800
"633","Grand Marais",35.37,4,19878,"M",NA,478,1000
"634","Little Lake Harbor",51.83,4.5,19331,"M",13,575,1900
"635","Grand Marais",38.11,3,19882,"F",NA,458,800
"636","Grand Marais",38.72,4,19883,"F",NA,495,1000
"637","Grand Marais",38.72,4,19884,"F",NA,467,800
"638","Grand Marais",38.72,4,19885,NA,NA,472,800
"639","Blind Sucker",58.69,3.5,19730,"M",10,575,1000
"640","Grand Marais",41.62,3,19887,"F",NA,463,900
"641","Grand Marais",41.62,3,19888,"F",NA,488,1200
"642","Grand Marais",44.05,2.5,19889,"F",NA,390,400
"643","Grand Marais",44.05,2.5,19890,"F",NA,433,600
"644","Grand Marais",44.05,2.5,19891,"M",NA,442,700
"645","Blind Sucker",59.91,3.5,19776,"M",12,575,2100
"646","Grand Marais",45.73,3.5,19895,"M",NA,465,1000
"647","Blind Sucker",62.35,3.5,19740,"F",15,620,2300
"648","Grand Marais",45.73,3.5,19897,"F",NA,415,600
"649","Grand Marais",45.73,3.5,19898,"M",NA,372,400
"650","Grand Marais",45.73,3.5,19899,"M",NA,492,300
"651","Grand Marais",45.73,3.5,19900,"M",NA,320,300
"652","Blind Sucker",42.84,4,19843,"M",13,575,1600
"653","Grand Marais",45.73,3.5,19902,"M",NA,405,600
"654","Grand Marais",45.73,3.5,19903,"M",NA,459,900
"655","Little Lake Harbor",39.79,4,19302,"F",15,630,2900
"656","Blind Sucker",29.12,4.5,19683,"M",15,585,2100
"657","Grand Marais",55.18,5,19911,"M",19,585,2000
"658","Blind Sucker",26.68,5.5,19696,"F",10,643,2400
"659","Grand Marais",50.46,4,19908,"F",NA,418,700
"660","Grand Marais",33.69,6,19874,"F",15,643,2400
"661","Little Lake Harbor",44.66,2.5,19238,"M",14,600,2250
"662","Grand Marais",65.4,4.5,19928,"M",19,600,2000
"663","Grand Marais",55.95,2.5,19912,"F",NA,499,1100
"664","Grand Marais",55.95,2.5,19913,"F",NA,463,1000
"665","Grand Marais",55.95,2.5,19914,NA,NA,430,500
"666","Blind Sucker",62.04,4,19745,"F",19,647,2500
"667","Grand Marais",57.93,3.5,19916,"M",NA,480,1000
"668","Grand Marais",57.93,3.5,19917,"M",NA,474,900
"669","Little Lake Harbor",21.19,3.5,19274,"F",21,667,2900
"670","Blind Sucker",22.71,4,19706,"M",13,607,2400
"671","Grand Marais",61.28,3.5,19920,"F",NA,477,900
"672","Grand Marais",61.28,3.5,19921,"F",NA,440,700
"673","Grand Marais",61.28,3.5,19922,"F",NA,398,400
"674","Grand Marais",62.96,3,19923,"M",NA,429,600
"675","Grand Marais",62.96,3,19924,"F",NA,456,700
"676","Grand Marais",62.96,3,19925,"M",NA,442,700
"677","Grand Marais",64.02,4,19926,"M",NA,478,900
"678","Grand Marais",64.02,4,19927,"M",NA,467,1000
"679","Little Lake Harbor",18.9,3,19289,"M",11,608,2100
"680","Grand Marais",32.93,2,19929,"M",NA,457,600
"681","Grand Marais",26.98,3.5,19930,"M",NA,483,900
"682","Grand Marais",26.98,3.5,19931,"M",NA,404,500
"683","Grand Marais",26.52,3,19932,"M",NA,396,600
"684","Grand Marais",25.91,4,19934,NA,NA,490,1100
"685","Grand Marais",24.85,6,19936,"F",NA,435,800
"686","Grand Marais",24.7,3,19937,"M",NA,428,600
"687","Blind Sucker",68.75,2.5,19757,"F",13,676,2800
"688","Grand Marais",23.48,3.5,19940,"M",NA,452,800
"689","Little Lake Harbor",43.14,2.5,19308,"F",14,694,4000
"690","Grand Marais",23.63,2.5,19942,"F",NA,456,700
"691","Grand Marais",23.48,3,19943,"F",NA,454,700
"692","Grand Marais",23.02,4.5,19945,"F",NA,460,1000
"693","Grand Marais",23.17,3,19947,"F",NA,462,900
"694","Grand Marais",19.66,3,19953,"M",NA,386,550
"695","Grand Marais",19.66,3,19954,"M",NA,417,600
"696","Grand Marais",19.66,3,19955,"M",NA,398,500
"697","Grand Marais",19.66,3,19956,"F",NA,446,800
"698","Grand Marais",43.9,2,19963,"F",NA,442,650
"699","Grand Marais",43.9,2,19964,"M",NA,396,600
"700","Grand Marais",43.9,2,19965,"F",NA,354,400
"701","Grand Marais",43.9,2,19966,"M",NA,445,500
"702","Grand Marais",43.9,2,19967,"F",NA,335,300
"703","Grand Marais",43.9,2,19968,NA,NA,426,500
"704","Grand Marais",47.1,4.5,19969,"F",NA,460,800
"705","Grand Marais",47.1,4.5,19970,"M",NA,465,1000
"706","Grand Marais",47.1,4.5,19971,"F",NA,491,1000
"707","Grand Marais",47.1,4.5,19972,"M",NA,451,800
"708","Grand Marais",51.07,5.5,19973,"F",NA,415,500
"709","Grand Marais",51.07,5.5,19974,"M",NA,581,1900
"710","Grand Marais",54.73,3,19975,"M",NA,450,800
"711","Grand Marais",54.73,3,19976,"F",NA,440,700
"712","Grand Marais",54.73,3,19977,"M",NA,392,400
"713","Grand Marais",54.73,3,19978,"F",NA,404,400
"714","Grand Marais",54.73,3,19979,"M",NA,465,800
"715","Grand Marais",54.73,3,19980,"M",NA,451,500
"716","Grand Marais",54.73,3,19981,"F",NA,350,200
"717","Grand Marais",58.38,2.5,19982,"M",NA,480,900
"718","Grand Marais",58.38,2.5,19983,"F",NA,430,700
"719","Grand Marais",58.38,2.5,19984,"F",NA,333,200
"720","Grand Marais",58.38,2.5,19985,"F",NA,457,900
"721","Grand Marais",58.38,2.5,19986,"M",NA,309,200
"722","Grand Marais",58.38,2.5,19987,"M",NA,600,1700
"723","Grand Marais",61.43,3.5,19988,"F",NA,442,700
"724","Grand Marais",61.43,3.5,19989,"F",NA,428,500
"725","Grand Marais",61.43,3.5,19990,"F",NA,545,1300
"726","Grand Marais",61.43,3.5,19991,"F",NA,449,800
"727","Grand Marais",61.43,3.5,19992,"F",NA,407,600
"728","Grand Marais",61.43,3.5,19993,"F",NA,507,1100
"729","Grand Marais",70.43,2.5,19994,"M",NA,434,600
"730","Grand Marais",70.43,2.5,19995,"M",NA,405,450
"731","Grand Marais",70.43,2.5,19996,"F",NA,502,1000
"732","Grand Marais",76.83,3.5,19997,"M",NA,497,1000
"733","Grand Marais",76.83,3.5,19998,"M",NA,482,900
"734","Grand Marais",76.83,3.5,19999,"F",NA,453,900
"735","Grand Marais",76.83,3.5,20000,"M",NA,420,600
"736","Grand Marais",76.83,3.5,20002,"M",NA,490,1000
"737","Grand Marais",80.95,2,20004,"M",NA,446,850
"738","Grand Marais",80.95,2,20005,"F",NA,348,400
"739","Grand Marais",80.95,2,20006,"F",NA,295,200
"740","Grand Marais",80.95,2,20007,"M",NA,351,300
"741","Grand Marais",80.95,2,20008,"M",NA,285,200
"742","Grand Marais",80.95,2,20009,"F",NA,295,250
"743","Grand Marais",80.95,2,20010,"M",NA,335,300
"744","Grand Marais",87.35,5.5,20014,"F",NA,319,200
"745","Grand Marais",90.85,2.5,20016,"M",NA,372,400
"746","Grand Marais",90.85,2.5,20018,"M",NA,400,500
"747","Grand Marais",90.85,2.5,20019,"M",NA,465,1100
"748","Grand Marais",90.85,2.5,20020,"M",NA,454,1300
"749","Grand Marais",90.85,2.5,20021,"F",NA,427,700
"750","Grand Marais",90.85,2.5,20022,"F",NA,415,700
"751","Grand Marais",90.85,2.5,20023,"F",NA,392,500
"752","Grand Marais",90.85,2.5,20024,"M",NA,351,300
"753","Grand Marais",90.85,2.5,20025,"M",NA,395,300
"754","Grand Marais",90.85,2.5,20026,"F",NA,398,400
"755","Grand Marais",90.85,2.5,20027,"M",NA,368,300
"756","Grand Marais",90.85,2.5,20028,"F",NA,385,300
"757","Grand Marais",90.85,2.5,20029,"M",NA,503,900
"758","Grand Marais",90.85,2.5,20030,"M",NA,315,200
"759","Grand Marais",90.85,2.5,20031,"F",NA,338,200
"760","Grand Marais",90.85,2.5,20032,"M",NA,360,300
"761","Grand Marais",90.85,2.5,20033,NA,NA,292,150
"762","Grand Marais",90.85,2.5,20034,"M",NA,395,450
"763","Grand Marais",90.85,2.5,20035,"M",NA,336,250
"764","Grand Marais",90.85,2.5,20036,"M",NA,370,300
"765","Grand Marais",90.85,2.5,20037,"M",NA,323,200
"766","Grand Marais",92.68,4.5,20038,"F",NA,472,750
"767","Grand Marais",98.78,3.5,20039,"F",NA,487,800
"768","Grand Marais",98.78,3.5,20040,"M",NA,490,700
"769","Grand Marais",98.78,3.5,20041,"M",NA,405,500
"770","Grand Marais",101.52,2,20042,"M",NA,575,1800
"771","Grand Marais",101.52,2,20043,"F",NA,532,1000
"772","Grand Marais",101.52,2,20044,"F",NA,354,300
"773","Grand Marais",101.52,2,20045,"M",NA,329,200
"774","Grand Marais",101.52,2,20046,"F",NA,361,400
"775","Grand Marais",101.52,2,20047,"F",NA,283,250
"776","Grand Marais",102.59,6,20049,"M",NA,272,150
"777","Grand Marais",103.51,2.5,20050,"M",NA,440,650
"778","Grand Marais",104.42,3,20051,"M",NA,415,500
"779","Grand Marais",108.69,4.5,20052,"F",NA,452,700
"780","Grand Marais",108.69,4.5,20053,"F",NA,294,200
